skill_id,skill_name,category,difficulty,frequency
design_strategies,design strategies,extracted,intermediate,1
total_data_quality,total data quality,extracted,intermediate,1
six_sigma,six sigma,extracted,intermediate,1
business_intelligence_implementation,business intelligence implementation,extracted,intermediate,1
portfolio_optimization,portfolio optimization,extracted,intermediate,1
markowitz_model,markowitz model,extracted,intermediate,1
data_professionals,data professionals,extracted,intermediate,1
power_automate,power automate,extracted,intermediate,1
design_solutions,design solutions,extracted,intermediate,1
priorities,priorities,extracted,intermediate,1
c++_programming,c++ programming,extracted,intermediate,2
a_tic-tac-toe_game,a tic-tac-toe game,extracted,intermediate,2
design_and_process_日本語版,design and process 日本語版,extracted,intermediate,1
a_network_policy,a network policy,extracted,intermediate,1
google_kubernetes_engine,google kubernetes engine,extracted,intermediate,1
power_apps,power apps,extracted,intermediate,1
custom_components,custom components,extracted,intermediate,1
a_target_market_presentation,a target market presentation,extracted,intermediate,1
excel_essentials,excel essentials,extracted,intermediate,1
business_value,business value,extracted,intermediate,1
creative_coding,creative coding,extracted,intermediate,1
designers,designers,extracted,intermediate,2
image_segmentation,image segmentation,extracted,intermediate,1
object-oriented_design,object-oriented design,extracted,intermediate,1
an_nft,an nft,extracted,intermediate,1
google_cloud_web3,google cloud web3,extracted,intermediate,1
a_patient_safety,a patient safety,extracted,intermediate,1
quality_improvement_project,quality improvement project,extracted,intermediate,1
cloud_architecture_design_patterns,cloud architecture design patterns,extracted,intermediate,1
sustainable_business_practices,sustainable business practices,extracted,intermediate,1
design_phase_training,design phase training,extracted,intermediate,1
layouts,layouts,extracted,intermediate,1
fitness-driven_dapps,fitness-driven dapps,extracted,intermediate,1
master_vba,master vba,extracted,intermediate,1
success,success,extracted,intermediate,3
goal,goal,extracted,intermediate,1
your_data_science,your data science,extracted,intermediate,1
the_frame,the frame,extracted,intermediate,1
business_growth,business growth,extracted,intermediate,1
chatgpt_voice-powered_chatbot_build,chatgpt voice-powered chatbot build,extracted,intermediate,1
ui_ux_design,ui ux design,extracted,intermediate,1
pt.2,pt.2,extracted,intermediate,1
layout,layout,extracted,intermediate,1
a_business_presence,a business presence,extracted,intermediate,1
facebook_marketing,facebook marketing,extracted,intermediate,1
methodologies,methodologies,extracted,intermediate,1
advanced_detailing,advanced detailing,extracted,intermediate,1
roof_design,roof design,extracted,intermediate,1
machine_learning_solutions,machine learning solutions,extracted,intermediate,3
简体中文,简体中文,extracted,intermediate,1
advanced_thermal_management,advanced thermal management,extracted,intermediate,1
capm_certification,capm certification,extracted,intermediate,1
incident_response_-_theory,incident response - theory,extracted,intermediate,1
real-world_websites,real-world websites,extracted,intermediate,1
sass,sass,extracted,intermediate,1
useful_korean_expressions,useful korean expressions,extracted,intermediate,1
role-based_access_control,role-based access control,extracted,intermediate,1
a_tic-tac-toe_agent,a tic-tac-toe agent,extracted,intermediate,1
program_changes,program changes,extracted,intermediate,1
scalable_java_microservices,scalable java microservices,extracted,intermediate,1
influencer_marketing,influencer marketing,extracted,intermediate,1
instagram_business,instagram business,extracted,intermediate,1
design_principles,design principles,extracted,intermediate,2
your_business_brand,your business brand,extracted,intermediate,1
your_brand,your brand,extracted,intermediate,2
six_sigma_tools,six sigma tools,extracted,intermediate,1
your_network_device,your network device,extracted,intermediate,1
cisco_packet_tracer,cisco packet tracer,extracted,intermediate,1
a_leader,a leader,extracted,intermediate,2
level_design,level design,extracted,intermediate,1
digestive_dynamics,digestive dynamics,extracted,intermediate,1
the_gi_system,the gi system,extracted,intermediate,1
curanderismo,curanderismo,extracted,intermediate,1
traditional_healing,traditional healing,extracted,intermediate,1
plants,plants,extracted,intermediate,2
cases,cases,extracted,intermediate,2
an_online_course,an online course,extracted,intermediate,1
gc_-_indonesia,gc - indonesia,extracted,intermediate,1
powerful_reports,powerful reports,extracted,intermediate,1
a_machine_learning_project,a machine learning project,extracted,intermediate,1
sensors,sensors,extracted,intermediate,2
your_raspberry_pi,your raspberry pi,extracted,intermediate,1
python_programming,python programming,extracted,intermediate,1
software_engineering,software engineering,extracted,intermediate,1
ansible_automation,ansible automation,extracted,intermediate,1
a_facebook_business_manager,a facebook business manager,extracted,intermediate,1
modern_physics_i,modern physics i,extracted,intermediate,1
relativity,relativity,extracted,intermediate,1
microsoft_project,microsoft project,extracted,intermediate,2
a_marketing_analysis_dashboard,a marketing analysis dashboard,extracted,intermediate,1
spreadsheets,spreadsheets,extracted,intermediate,3
machine_learning_algorithms,machine learning algorithms,extracted,intermediate,1
design_specs,design specs,extracted,intermediate,1
handoff,handoff,extracted,intermediate,1
graphql_fundamentals,graphql fundamentals,extracted,intermediate,1
design_apis,design apis,extracted,intermediate,1
schema,schema,extracted,intermediate,1
frontend_integration,frontend integration,extracted,intermediate,1
an_api,an api,extracted,intermediate,1
design-oriented_analysis,design-oriented analysis,extracted,intermediate,1
selenium_webdriver,selenium webdriver,extracted,intermediate,1
a_systems_mindset,a systems mindset,extracted,intermediate,1
brand_awareness,brand awareness,extracted,intermediate,1
digital_brand_activation,digital brand activation,extracted,intermediate,1
supply_chain_network_optimization,supply chain network optimization,extracted,intermediate,1
milp,milp,extracted,intermediate,1
rstudio,rstudio,extracted,intermediate,3
funding,funding,extracted,intermediate,1
ux_design_fundamentals,ux design fundamentals,extracted,intermediate,1
business_analysis_skills,business analysis skills,extracted,intermediate,1
spring_framework,spring framework,extracted,intermediate,1
advanced_tools,advanced tools,extracted,intermediate,1
page_navigation,page navigation,extracted,intermediate,1
a_flutter_application,a flutter application,extracted,intermediate,1
robust_information_system_security,robust information system security,extracted,intermediate,1
video,video,extracted,intermediate,3
audio,audio,extracted,intermediate,2
infographics,infographics,extracted,intermediate,3
chinese,chinese,extracted,intermediate,1
landscapes,landscapes,extracted,intermediate,1
spring_webflux,spring webflux,extracted,intermediate,1
scalable_reactive_web_apps,scalable reactive web apps,extracted,intermediate,1
a_promotional_video,a promotional video,extracted,intermediate,1
student,student,extracted,intermediate,1
interactive_lessons,interactive lessons,extracted,intermediate,1
health_equity_research_methods,health equity research methods,extracted,intermediate,1
policy,policy,extracted,intermediate,2
flutter,flutter,extracted,intermediate,1
dart:_developing_ios,dart: developing ios,extracted,intermediate,1
qlik_sense,qlik sense,extracted,intermediate,1
database_creation,database creation,extracted,intermediate,1
perspectives,perspectives,extracted,intermediate,1
算法设计与分析___design,算法设计与分析   design,extracted,intermediate,1
polyglot_persistence,polyglot persistence,extracted,intermediate,1
sql_and_nosql_databases,sql and nosql databases,extracted,intermediate,1
power_pages,power pages,extracted,intermediate,1
website,website,extracted,intermediate,1
complex_data,complex data,extracted,intermediate,1
routing,routing,extracted,intermediate,1
astronomy,astronomy,extracted,intermediate,1
space,space,extracted,intermediate,1
chest_x,chest x,extracted,intermediate,1
posts,posts,extracted,intermediate,1
multiple_platforms,multiple platforms,extracted,intermediate,1
hootsuite,hootsuite,extracted,intermediate,1
master_express_framework,master express framework,extracted,intermediate,1
electric_vlsi_eda_tool,electric vlsi eda tool,extracted,intermediate,1
design_activities,design activities,extracted,intermediate,1
game_developers,game developers,extracted,intermediate,1
regular_expressions,regular expressions,extracted,intermediate,1
pavement_construction_practices,pavement construction practices,extracted,intermediate,1
كيفية_بناء_منظمة,كيفية بناء منظمة,extracted,intermediate,1
a_learning_organization,a learning organization,extracted,intermediate,1
product_opportunities,product opportunities,extracted,intermediate,1
encryption,encryption,extracted,intermediate,1
decryption,decryption,extracted,intermediate,1
psychosis,psychosis,extracted,intermediate,1
cloud_finops,cloud finops,extracted,intermediate,1
website_videos,website videos,extracted,intermediate,1
procedural_hex_maps,procedural hex maps,extracted,intermediate,1
advanced_css_techniques,advanced css techniques,extracted,intermediate,1
infrastructure,infrastructure,extracted,intermediate,3
master_juniper_enterprise,master juniper enterprise,extracted,intermediate,1
quality_code,quality code,extracted,intermediate,1
midjourney_advanced_prompt_guide,midjourney advanced prompt guide,extracted,intermediate,1
master_ai_art_prompts,master ai art prompts,extracted,intermediate,1
the_experiences,the experiences,extracted,intermediate,1
caregivers,caregivers,extracted,intermediate,2
master,master,extracted,intermediate,3
blueprints,blueprints,extracted,intermediate,2
questionnaire_design,questionnaire design,extracted,intermediate,1
social_surveys,social surveys,extracted,intermediate,1
gsutil,gsutil,extracted,intermediate,1
a_portfolio,a portfolio,extracted,intermediate,2
a_crypto_trading_platform,a crypto trading platform,extracted,intermediate,1
mini_projects,mini projects,extracted,intermediate,1
process_documents,process documents,extracted,intermediate,1
the_document,the document,extracted,intermediate,1
adobe_indesign,adobe indesign,extracted,intermediate,1
collaborative_design,collaborative design,extracted,intermediate,1
workflow,workflow,extracted,intermediate,1
practical_steps,practical steps,extracted,intermediate,1
api_test_automation_framework,api test automation framework,extracted,intermediate,1
rest,rest,extracted,intermediate,4
statistical_analysis_fundamentals,statistical analysis fundamentals,extracted,intermediate,1
golf_course_management,golf course management,extracted,intermediate,1
criar_designs,criar designs,extracted,intermediate,1
e_protótipos_de_alta,e protótipos de alta,extracted,intermediate,1
construction_practices,construction practices,extracted,intermediate,1
compassionate_leadership,compassionate leadership,extracted,intermediate,1
jane_goodall,jane goodall,extracted,intermediate,1
roots,roots,extracted,intermediate,1
cloud_dns,cloud dns,extracted,intermediate,1
traffic_steering,traffic steering,extracted,intermediate,1
geolocation_policy,geolocation policy,extracted,intermediate,1
intelligent_troubleshooting_agents,intelligent troubleshooting agents,extracted,intermediate,1
designs,designs,extracted,intermediate,1
users,users,extracted,intermediate,1
healthcare_delivery,healthcare delivery,extracted,intermediate,1
medical_practice_managers,medical practice managers,extracted,intermediate,1
master_data_building,master data building,extracted,intermediate,1
effective_interventions,effective interventions,extracted,intermediate,1
high-fidelity_design,high-fidelity design,extracted,intermediate,2
user_testing,user testing,extracted,intermediate,2
automl,automl,extracted,intermediate,1
autogluon,autogluon,extracted,intermediate,1
your_use_case,your use case,extracted,intermediate,1
a_voice,a voice,extracted,intermediate,1
receptionist,receptionist,extracted,intermediate,1
korean_politics,korean politics,extracted,intermediate,1
unreal_engine_game_design,unreal engine game design,extracted,intermediate,1
github_copilot,github copilot,extracted,intermediate,2
text_games,text games,extracted,intermediate,1
a_weather_app_interface,a weather app interface,extracted,intermediate,1
ui_design_fundamentals,ui design fundamentals,extracted,intermediate,1
infectious_disease_modeling,infectious disease modeling,extracted,intermediate,1
firebase_genkit,firebase genkit,extracted,intermediate,1
high_quality_user_experience,high quality user experience,extracted,intermediate,1
material,material,extracted,intermediate,1
dynamic_particle_effects,dynamic particle effects,extracted,intermediate,1
social_network_analysis,social network analysis,extracted,intermediate,1
ux/ui_principles,ux/ui principles,extracted,intermediate,1
pictory.ai,pictory.ai,extracted,intermediate,1
applied_data_science,applied data science,extracted,intermediate,1
your_fundraiser,your fundraiser,extracted,intermediate,1
sensor_circuit_design,sensor circuit design,extracted,intermediate,1
algorithmic_solutions,algorithmic solutions,extracted,intermediate,1
a_good_business,a good business,extracted,intermediate,1
customer_reviews,customer reviews,extracted,intermediate,2
design_innovation,design innovation,extracted,intermediate,1
an_applied_approach,an applied approach,extracted,intermediate,1
tasks,tasks,extracted,intermediate,3
lists,lists,extracted,intermediate,1
clickup,clickup,extracted,intermediate,1
human-centered_iot_solutions,human-centered iot solutions,extracted,intermediate,1
the_lineage,the lineage,extracted,intermediate,1
simple_ui_designs,simple ui designs,extracted,intermediate,1
a_bigtable_instance,a bigtable instance,extracted,intermediate,1
structural_design_patterns,structural design patterns,extracted,intermediate,1
la_idea,la idea,extracted,intermediate,1
model_regularization,model regularization,extracted,intermediate,1
agroforestry_i,agroforestry i,extracted,intermediate,1
discovery_tools,discovery tools,extracted,intermediate,1
features,features,extracted,intermediate,1
series_data,series data,extracted,intermediate,1
a_project_management_tracker,a project management tracker,extracted,intermediate,2
comptia_tech+_certification,comptia tech+ certification,extracted,intermediate,1
a_student_management_api,a student management api,extracted,intermediate,1
2d_shooter,2d shooter,extracted,intermediate,1
einführung,einführung,extracted,intermediate,1
marketing_design_mit,marketing design mit,extracted,intermediate,1
forecasting,forecasting,extracted,intermediate,1
data_scientists,data scientists,extracted,intermediate,1
basic_formulas,basic formulas,extracted,intermediate,1
functions,functions,extracted,intermediate,1
responsive_ui_design,responsive ui design,extracted,intermediate,1
modern_web_development,modern web development,extracted,intermediate,1
notion,notion,extracted,intermediate,3
a_project_plan,a project plan,extracted,intermediate,1
r_packages,r packages,extracted,intermediate,1
aws_billing_alerts,aws billing alerts,extracted,intermediate,1
aws_budgets,aws budgets,extracted,intermediate,1
retouching,retouching,extracted,intermediate,1
hugging_face_training,hugging face training,extracted,intermediate,1
a_strong_logo,a strong logo,extracted,intermediate,1
community,community,extracted,intermediate,1
habits,habits,extracted,intermediate,1
a_multi-page_portfolio_website,a multi-page portfolio website,extracted,intermediate,1
marketing,marketing,extracted,intermediate,3
resilient_teams,resilient teams,extracted,intermediate,1
numpy,numpy,extracted,intermediate,1
bigquery_omni,bigquery omni,extracted,intermediate,1
a_digital_mood_board,a digital mood board,extracted,intermediate,1
活用希臘哲學,活用希臘哲學,extracted,intermediate,1
the_greek_philosophy,the greek philosophy,extracted,intermediate,1
the_usability,the usability,extracted,intermediate,1
canva_thumbnail_design_masterclass,canva thumbnail design masterclass,extracted,intermediate,1
more_clicks,more clicks,extracted,intermediate,1
top_talent,top talent,extracted,intermediate,1
في_الحديث,في الحديث,extracted,intermediate,1
briefing,briefing,extracted,intermediate,1
vue,vue,programming,intermediate,1
precast_system,precast system,extracted,intermediate,1
piktochart,piktochart,extracted,intermediate,2
reports,reports,extracted,intermediate,1
data_studio,data studio,extracted,intermediate,1
comprehension,comprehension,extracted,intermediate,1
svelte,svelte,extracted,intermediate,1
java:_design_patterns,java: design patterns,extracted,intermediate,1
a_pinterest_ad_account,a pinterest ad account,extracted,intermediate,1
piano_sonatas,piano sonatas,extracted,intermediate,1
idiomatic_rust,idiomatic rust,extracted,intermediate,1
traits,traits,extracted,intermediate,1
pycaret,pycaret,extracted,intermediate,1
gen_ai,gen ai,extracted,intermediate,1
a_campaign,a campaign,extracted,intermediate,1
a_web_app,a web app,extracted,intermediate,1
patient_perspectives,patient perspectives,extracted,intermediate,1
medications,medications,extracted,intermediate,1
joins,joins,extracted,intermediate,1
scalable_applications,scalable applications,extracted,intermediate,1
languages,languages,extracted,intermediate,1
blender,blender,extracted,intermediate,1
filmmakers,filmmakers,extracted,intermediate,1
floating_3d_objects,floating 3d objects,extracted,intermediate,1
the_public_cryptocurrency_datasets,the public cryptocurrency datasets,extracted,intermediate,1
social_media_ad_campaign,social media ad campaign,extracted,intermediate,1
horizontal_and_vertical_timelines,horizontal and vertical timelines,extracted,intermediate,1
a_company_website,a company website,extracted,intermediate,1
continuous_delivery,continuous delivery,extracted,intermediate,1
managing_builds,managing builds,extracted,intermediate,1
a_high-fidelity_prototype,a high-fidelity prototype,extracted,intermediate,1
violence,violence,extracted,intermediate,1
advanced_practices,advanced practices,extracted,intermediate,1
packaging_design,packaging design,extracted,intermediate,2
a_product,a product,extracted,intermediate,1
regression_models,regression models,extracted,intermediate,1
azure_data_factory,azure data factory,extracted,intermediate,2
scd_type,scd type,extracted,intermediate,1
numerical_methods,numerical methods,extracted,intermediate,1
agile_policy,agile policy,extracted,intermediate,1
applied_computational_fluid_dynamics,applied computational fluid dynamics,extracted,intermediate,1
bikeshare_demand,bikeshare demand,extracted,intermediate,1
time_series_models,time series models,extracted,intermediate,1
strategic_innovation,strategic innovation,extracted,intermediate,1
innovative_organizations,innovative organizations,extracted,intermediate,1
a_superhero_name_generator,a superhero name generator,extracted,intermediate,1
design_fundamentals,design fundamentals,extracted,intermediate,1
breakthrough_advertisements,breakthrough advertisements,extracted,intermediate,1
machine_learning_capstone,machine learning capstone,extracted,intermediate,1
canvas,canvas,extracted,intermediate,1
eco-tech,eco-tech,extracted,intermediate,1
it's_impact,it's impact,extracted,intermediate,1
sports_turf_management,sports turf management,extracted,intermediate,1
findings,findings,extracted,intermediate,1
security_command_center,security command center,extracted,intermediate,1
master_class,master class,extracted,intermediate,1
the_news,the news,extracted,intermediate,1
highway_geometry,highway geometry,extracted,intermediate,1
pavement_design,pavement design,extracted,intermediate,1
tracking,tracking,extracted,intermediate,1
invoicing,invoicing,extracted,intermediate,1
harvest,harvest,extracted,intermediate,1
model-driven_power_app,model-driven power app,extracted,intermediate,1
mapping_data,mapping data,extracted,intermediate,1
the_human_factor,the human factor,extracted,intermediate,1
fundamentos,fundamentos,extracted,intermediate,1
design_da_experiência,design da experiência,extracted,intermediate,1
do_usuário,do usuário,extracted,intermediate,1
procedural_surfaces,procedural surfaces,extracted,intermediate,1
noise_functions,noise functions,extracted,intermediate,1
complex_questions,complex questions,extracted,intermediate,1
native_derived_tables,native derived tables,extracted,intermediate,1
workflow_automation,workflow automation,extracted,intermediate,1
machine_learning_models,machine learning models,extracted,intermediate,2
brand,brand,extracted,intermediate,1
image,image,extracted,intermediate,1
high_impact_campaigns,high impact campaigns,extracted,intermediate,1
macro-environmental_factors,macro-environmental factors,extracted,intermediate,1
ux/ui_design_fundamentals,ux/ui design fundamentals,extracted,intermediate,1
usability,usability,extracted,intermediate,1
visual_principles,visual principles,extracted,intermediate,1
a_pitch_deck,a pitch deck,extracted,intermediate,1
design_computing,design computing,extracted,intermediate,1
master_marketing_case_study,master marketing case study,extracted,intermediate,1
system_design_fundamentals,system design fundamentals,extracted,intermediate,1
ncaa_data,ncaa data,extracted,intermediate,1
r_capstone,r capstone,extracted,intermediate,1
a_changemaker,a changemaker,extracted,intermediate,1
a_career,a career,extracted,intermediate,1
purpose,purpose,extracted,intermediate,2
a_qr_code,a qr code,extracted,intermediate,1
the_use,the use,extracted,intermediate,1
texts,texts,extracted,intermediate,1
various_use_cases,various use cases,extracted,intermediate,1
a_personal_dashboard,a personal dashboard,extracted,intermediate,1
networks,networks,extracted,intermediate,1
databricks,databricks,extracted,intermediate,1
a_movie_recommendation_engine,a movie recommendation engine,extracted,intermediate,1
azure_ml,azure ml,extracted,intermediate,1
copilot_best_practices,copilot best practices,extracted,intermediate,1
regulatory_implications,regulatory implications,extracted,intermediate,1
iot_based_system_design,iot based system design,extracted,intermediate,1
memory,memory,extracted,intermediate,1
a_rocket_display_module,a rocket display module,extracted,intermediate,1
basel_iii_norms,basel iii norms,extracted,intermediate,1
standards,standards,extracted,intermediate,1
python_sequences,python sequences,extracted,intermediate,1
strings,strings,extracted,intermediate,1
a_product_landing_page,a product landing page,extracted,intermediate,1
python_basics,python basics,extracted,intermediate,1
a_guessing_number_game,a guessing number game,extracted,intermediate,1
impactful_data_visualizations,impactful data visualizations,extracted,intermediate,1
generative,generative,extracted,intermediate,1
vetiver,vetiver,extracted,intermediate,1
business_analysis,business analysis,extracted,intermediate,1
research_methods,research methods,extracted,intermediate,1
formwork_system,formwork system,extracted,intermediate,1
business_strategy,business strategy,extracted,intermediate,2
(project-centered_course,(project-centered course,extracted,intermediate,1
innovative_ideas,innovative ideas,extracted,intermediate,2
new_companies,new companies,extracted,intermediate,1
participatory_approaches,participatory approaches,extracted,intermediate,1
public_health_settings,public health settings,extracted,intermediate,1
your_thought_partner,your thought partner,extracted,intermediate,1
activity_design,activity design,extracted,intermediate,1
phet_simulations,phet simulations,extracted,intermediate,1
stem_education,stem education,extracted,intermediate,1
a_social_media_presence,a social media presence,extracted,intermediate,1
master_retouching,master retouching,extracted,intermediate,1
a_program_evaluation,a program evaluation,extracted,intermediate,1
digital_health_interventions,digital health interventions,extracted,intermediate,1
a_product_roadmap,a product roadmap,extracted,intermediate,1
responsive_websites,responsive websites,extracted,intermediate,1
any_device,any device,extracted,intermediate,1
a_social_business,a social business,extracted,intermediate,1
ad_clicks,ad clicks,extracted,intermediate,1
xg-boost,xg-boost,extracted,intermediate,1
freelance_editing,freelance editing,extracted,intermediate,1
launch,launch,extracted,intermediate,1
your_video_editing_career,your video editing career,extracted,intermediate,1
maintenance,maintenance,extracted,intermediate,1
happiness,happiness,extracted,intermediate,1
ancient_indian_wisdom,ancient indian wisdom,extracted,intermediate,1
culture-driven_team,culture-driven team,extracted,intermediate,1
"modelling,_analysis","modelling, analysis",extracted,intermediate,1
world_design,world design,extracted,intermediate,1
a_targeted_ad,a targeted ad,extracted,intermediate,1
facebook_audience,facebook audience,extracted,intermediate,1
post,post,extracted,intermediate,2
the_australian_economy,the australian economy,extracted,intermediate,1
your_own_trading_strategy,your own trading strategy,extracted,intermediate,1
your_first_report,your first report,extracted,intermediate,1
mind_maps,mind maps,extracted,intermediate,1
analytical_queries,analytical queries,extracted,intermediate,1
the_alloydb_columnar_engine,the alloydb columnar engine,extracted,intermediate,1
renewable_energy_schemes,renewable energy schemes,extracted,intermediate,1
sql_server,sql server,extracted,intermediate,1
advanced_genai_development_practices,advanced genai development practices,extracted,intermediate,1
dataiku,dataiku,extracted,intermediate,1
the_field,the field,extracted,intermediate,1
u.s._payroll,u.s. payroll,extracted,intermediate,1
an_expense_tracker_app,an expense tracker app,extracted,intermediate,1
security_-_intermediate_practices,security - intermediate practices,extracted,intermediate,1
json,json,extracted,intermediate,3
illustration,illustration,multimedia,intermediate,1
brand_illustration,brand illustration,extracted,intermediate,1
"stylized,_unforgettable_imagery","stylized, unforgettable imagery",extracted,intermediate,1
the_analyze_phase,the analyze phase,extracted,intermediate,1
negotiation_skills,negotiation skills,extracted,intermediate,1
strategies,strategies,extracted,intermediate,1
game_design_document,game design document,extracted,intermediate,1
a_buyer_persona_diagram,a buyer persona diagram,extracted,intermediate,1
data_visualization_tools,data visualization tools,extracted,intermediate,1
master_marketing_strategy,master marketing strategy,extracted,intermediate,1
ai_agents,ai agents,extracted,intermediate,2
master_aws,master aws,extracted,intermediate,1
ux_and_interface_design,ux and interface design,extracted,intermediate,1
applied_scrum,applied scrum,extracted,intermediate,1
agile_project_management,agile project management,extracted,intermediate,1
the_middle_attacks,the middle attacks,extracted,intermediate,1
document_design,document design,extracted,intermediate,1
user_interface,user interface,extracted,intermediate,1
input_tax_credit,input tax credit,extracted,intermediate,1
predictive_models,predictive models,extracted,intermediate,1
ig_stories,ig stories,extracted,intermediate,1
networks_日本語版,networks 日本語版,extracted,intermediate,1
an_impact_investment,an impact investment,extracted,intermediate,1
team_dynamics,team dynamics,extracted,intermediate,1
organizational_templates,organizational templates,extracted,intermediate,1
modern_distributed_systems,modern distributed systems,extracted,intermediate,1
dataset_metadata,dataset metadata,extracted,intermediate,1
a_mockup,a mockup,extracted,intermediate,1
mockups,mockups,extracted,intermediate,1
a_leadership_framework,a leadership framework,extracted,intermediate,1
the_ux_design_process,the ux design process,extracted,intermediate,1
mysql_database,mysql database,extracted,intermediate,1
hbase,hbase,extracted,intermediate,1
css_practice_questions,css practice questions,extracted,intermediate,1
oracle_sql_practice_course,oracle sql practice course,extracted,intermediate,1
talent,talent,extracted,intermediate,1
compensation_design,compensation design,extracted,intermediate,1
ios_development,ios development,extracted,intermediate,1
an_email,an email,extracted,intermediate,1
autoresponder,autoresponder,extracted,intermediate,1
genai_agents,genai agents,extracted,intermediate,1
criar_empatia,criar empatia,extracted,intermediate,1
pt.1,pt.1,extracted,intermediate,1
kafka,kafka,extracted,intermediate,1
streams_api,streams api,extracted,intermediate,1
java/spring_boot,java/spring boot,extracted,intermediate,1
la_implementación_y_cultura,la implementación y cultura,extracted,intermediate,1
ceh_(v12)_practice_projects,ceh (v12) practice projects,extracted,intermediate,1
exam_simulators,exam simulators,extracted,intermediate,1
institutional_anti-racist_spaces,institutional anti-racist spaces,extracted,intermediate,1
an_app,an app,extracted,intermediate,1
company_expenses,company expenses,extracted,intermediate,1
the_matter,the matter,extracted,intermediate,1
the_cardiovascular_system,the cardiovascular system,extracted,intermediate,1
experimental_design_basics,experimental design basics,extracted,intermediate,1
social_work_practice,social work practice,extracted,intermediate,1
behaviour,behaviour,extracted,intermediate,1
python_notebooks,python notebooks,extracted,intermediate,1
tidymodels,tidymodels,extracted,intermediate,1
tidy_machine_learning_models,tidy machine learning models,extracted,intermediate,1
organisational_design,organisational design,extracted,intermediate,1
your_organisation,your organisation,extracted,intermediate,1
hydropower_structures,hydropower structures,extracted,intermediate,1
the_global_workplace,the global workplace,extracted,intermediate,1
your_corporate_designs,your corporate designs,extracted,intermediate,1
slack,slack,extracted,intermediate,1
adobe_illustrator,adobe illustrator,extracted,intermediate,2
vector_artwork,vector artwork,extracted,intermediate,1
technology,technology,extracted,intermediate,2
clickstream_data_analysis_pipeline,clickstream data analysis pipeline,extracted,intermediate,1
ksqldb,ksqldb,extracted,intermediate,1
rust_aws_lambda_microservices,rust aws lambda microservices,extracted,intermediate,1
high_performance_teams,high performance teams,extracted,intermediate,1
a_product_flow_diagram,a product flow diagram,extracted,intermediate,1
biostatistics_study_design,biostatistics study design,extracted,intermediate,1
grant_writing,grant writing,extracted,intermediate,1
a_mobile_app_interface,a mobile app interface,extracted,intermediate,1
the_latest_innovations,the latest innovations,extracted,intermediate,1
google_cloud_-_português,google cloud - português,extracted,intermediate,1
genai_tools,genai tools,extracted,intermediate,1
process_automation,process automation,extracted,intermediate,1
master_profession,master profession,extracted,intermediate,1
linkedin_designs,linkedin designs,extracted,intermediate,1
openai's_assistant_api,openai's assistant api,extracted,intermediate,1
an_entrepreneurial_mindset,an entrepreneurial mindset,extracted,intermediate,1
first_step,first step,extracted,intermediate,1
microcontrollers,microcontrollers,extracted,intermediate,1
basic_architecture,basic architecture,extracted,intermediate,1
probability_distributions,probability distributions,extracted,intermediate,1
real_world_problems,real world problems,extracted,intermediate,1
procedural_fractal,procedural fractal,extracted,intermediate,1
spline,spline,extracted,intermediate,1
a_developer_portfolio,a developer portfolio,extracted,intermediate,1
sveltekit_&_sanity_cms,sveltekit & sanity cms,extracted,intermediate,1
a_data_science_team,a data science team,extracted,intermediate,1
master_chatgpt,master chatgpt,extracted,intermediate,1
openai_apis,openai apis,extracted,intermediate,1
ai_tools,ai tools,extracted,intermediate,1
network_traffic,network traffic,extracted,intermediate,1
tcpdump,tcpdump,extracted,intermediate,1
a_logging_tool,a logging tool,extracted,intermediate,1
instagram_reels,instagram reels,extracted,intermediate,1
distributed_development,distributed development,extracted,intermediate,1
sustainability,sustainability,extracted,intermediate,2
responsibility,responsibility,extracted,intermediate,1
questions,questions,extracted,intermediate,1
our_emotions,our emotions,extracted,intermediate,1
seongho's_new_proposal,seongho's new proposal,extracted,intermediate,1
crypto,crypto,extracted,intermediate,1
the_abcs,the abcs,extracted,intermediate,1
the_aws_cloud,the aws cloud,extracted,intermediate,1
crevado,crevado,extracted,intermediate,1
human_needs,human needs,extracted,intermediate,1
social_media_marketing_designs,social media marketing designs,extracted,intermediate,1
etl_processing,etl processing,extracted,intermediate,1
orientation,orientation,extracted,intermediate,1
the_profession,the profession,extracted,intermediate,1
publier_des,publier des,extracted,intermediate,1
sur_slack,sur slack,extracted,intermediate,1
canva_pour_entreprises,canva pour entreprises,extracted,intermediate,1
brainstorm,brainstorm,extracted,intermediate,1
unique_concepts,unique concepts,extracted,intermediate,1
機器學習基石上,機器學習基石上,extracted,intermediate,1
foundations)---mathematical_foundations,foundations)---mathematical foundations,extracted,intermediate,1
customer_personas,customer personas,extracted,intermediate,1
google_cloud_operations,google cloud operations,extracted,intermediate,1
security_בעברית,security בעברית,extracted,intermediate,1
innovation_strategy,innovation strategy,extracted,intermediate,1
your_fintech_strategy,your fintech strategy,extracted,intermediate,1
postgresql_tools,postgresql tools,extracted,intermediate,1
text_embeddings,text embeddings,extracted,intermediate,1
aeroecology,aeroecology,extracted,intermediate,1
biodiversity,biodiversity,extracted,intermediate,1
radar,radar,extracted,intermediate,1
the_dmaic_framework,the dmaic framework,extracted,intermediate,1
control_phase,control phase,extracted,intermediate,1
python_modules,python modules,extracted,intermediate,1
file_systems,file systems,extracted,intermediate,1
